time;open;high;low;close;Volume;Volume MA;RSI_1
14.11.2018 13:00;6381.88;6398;6203.36;6232.83;6438.91381;2018.1635916;22.918064458810093
14.11.2018 17:00;6231.36;6274.33;5700;5863.94;25417.288496;3236.64685405;11.482498582139584
14.11.2018 21:00;5861.21;5925;5656.87;5922.41;9869.556778;3664.20382655;18.430035918774863
15.11.2018 01:00;5917.2;5939.54;5667.52;5746.57;6888.978645;3910.7687336999998;14.694685821390735
15.11.2018 05:00;5745.39;5790;5628.27;5760.94;6250.848263;4138.509838749999;16.189635711724208
15.11.2018 09:00;5763.48;5787.35;5540;5590.2;7510.36208;4452.62502455;13.224229913780164
15.11.2018 13:00;5590.08;5730;5403.42;5675.12;14168.152794;5075.51305195;20.977049674712376
15.11.2018 17:00;5675.13;5763.45;5561;5690.39;8549.829301;5432.79813545;22.320985871165078
15.11.2018 21:00;5690.39;5766.52;5581.4;5753.4;4332.658318;5564.31307955;27.779109588462006
16.11.2018 01:00;5757.09;5782.89;5674.66;5730.47;3988.483812;5630.402482650001;27.034652414934456
16.11.2018 05:00;5731.8;5731.8;5634;5641.8;7452.901067;5936.2495739000005;24.320404409115994
16.11.2018 09:00;5641.8;5699;5560.05;5669.8;9051.741685;6323.1742450500005;26.81898394387322
16.11.2018 13:00;5669.8;5696.9;5640.74;5645.62;6078.632373;6523.956858500001;26.020059677317192
16.11.2018 17:00;5645.63;5694.97;5620.97;5627.5;5194.629625;6703.842394400001;25.4092008161753
16.11.2018 21:00;5627.5;5668.91;5549.25;5655.94;6955.413712;6964.740280400001;28.25610986916857
17.11.2018 01:00;5650.57;5654.64;5566.92;5576.46;4393.009795;7083.1751767000005;25.34478966534212
17.11.2018 05:00;5575.08;5646.59;5565.43;5638.06;4858.026465;7185.796200000002;31.256545558494608
17.11.2018 09:00;5638.64;5639.87;5571;5615.9;4587.729071;7337.018050450002;30.326192095642057
17.11.2018 13:00;5615.9;5635;5585;5600.38;4214.143258;7510.220985750003;29.660322008122264
17.11.2018 17:00;5600.6;5656.6;5597.77;5611.59;4687.365652;7544.433250000004;30.841501128300706
17.11.2018 21:00;5612.43;5635;5588.89;5628.29;3670.967172;7406.035918100004;32.65580933639529
18.11.2018 01:00;5630.49;5688.84;5626.07;5671.24;4213.798156;6345.8614011000045;37.217594606691556
18.11.2018 05:00;5671.31;5685;5653.09;5660.59;3711.115626;6037.939343500004;36.556340267872415
18.11.2018 09:00;5661.58;5663.29;5617;5627.01;3694.648404;5878.222831450004;34.47636816174244
18.11.2018 13:00;5629.2;5653.14;5622;5641.09;3538.922675;5742.626552050004;36.11764692769965
18.11.2018 17:00;5642.38;5738.17;5637.18;5687.36;4811.569171;5607.686906600004;41.319518064542656
18.11.2018 21:00;5687.06;5687.85;5622.9;5662;3874.945315;5093.026532650004;39.424641724534816
19.11.2018 01:00;5661.94;5664;5515.46;5591.28;5908.474354;4960.958785300004;34.65226287644262
19.11.2018 05:00;5591.28;5595.8;5400;5467.52;7981.165121;5143.384125450004;28.215377759488717
19.11.2018 09:00;5467.52;5467.56;5251;5332.87;13626.175962;5625.268732950003;23.17202938323578
19.11.2018 13:00;5332.29;5359.98;5150;5203.16;11073.000567;5806.273707950003;19.547327638588058
